, ,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17.0000,18,19,20.0000,21,22,23.0000,24,25,26.0000,,
,,,ID SP,DESCRIPTION,FUEL,CD GZ,MPAN,METER CATEGORY,ETFV DT,RATE CD,RATE,SC DESCRIPTION,SC EX VAT,SC INC VAT,Change,UR1 DESCRIPTION,UR 1 EX VAT,UR 1 INC VAT,UR2 DESCRIPTION,UR 2 EX VAT,UR 2 INC VAT,UR3 DESCRIPTION,UR 3 EX VAT,UR 3 INC VAT,UR4 DESCRIPTION,UR 4 EX VAT,UR 4 INC VAT,,RATE TYPE
2,2 Rate_G,2 Rate_G2,,2 Rate,Electric,_G,,2 Rate,,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3126 ,0.328230,Off peak ,0.2074 ,0.217770,,,,,,,,Live Run SVT On Demand
2,2 Rate_P,2 Rate_P2,,2 Rate,Electric,_P,,2 Rate,,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.2982 ,0.313110,Off peak ,0.2068 ,0.217140,,,,,,,,Live Run SVT On Demand
2,2 Rate_N,2 Rate_N2,,2 Rate,Electric,_N,,2 Rate,,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.2846 ,0.298830,Off peak ,0.1995 ,0.209475,,,,,,,,Live Run SVT On Demand
2,2 Rate_J,2 Rate_J2,,2 Rate,Electric,_J,,2 Rate,,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3084 ,0.323820,Off peak ,0.2094 ,0.219870,,,,,,,,Live Run SVT On Demand
2,2 Rate_H,2 Rate_H2,,2 Rate,Electric,_H,,2 Rate,,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.2989 ,0.313845,Off peak ,0.2126 ,0.223230,,,,,,,,Live Run SVT On Demand
2,2 Rate_K,2 Rate_K2,,2 Rate,Electric,_K,,2 Rate,,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3065 ,0.321825,Off peak ,0.2110 ,0.221550,,,,,,,,Live Run SVT On Demand
2,2 Rate_L,2 Rate_L2,,2 Rate,Electric,_L,,2 Rate,,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3071 ,0.322455,Off peak ,0.2087 ,0.219135,,,,,,,,Live Run SVT On Demand
2,2 Rate_M,2 Rate_M2,,2 Rate,Electric,_M,,2 Rate,,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.2825 ,0.296625,Off peak ,0.2137 ,0.224385,,,,,,,,Live Run SVT On Demand
2,THTC_P,THTC_P2,,THTC,Electric,_P,,THTC,,,On Demand,Standing Charge,0.6371 ,0.668955,,Anytime,0.2996 ,0.314580,Heating,0.2389 ,0.250845,,,,,,,,Live Run SVT On Demand
2,Flex Rate_A,Flex Rate_A2,,Flex Rate,Electric,_A,,Flex Rate,,,On Demand,Standing Charge,0.5187 ,0.544635,,Anytime,0.2889 ,0.303345,Heating,0.2270 ,0.238350,,,,,,,,Live Run SVT On Demand
2,Flex Rate_B,Flex Rate_B2,,Flex Rate,Electric,_B,,Flex Rate,,,On Demand,Standing Charge,0.5244 ,0.550620,,Anytime,0.2780 ,0.291900,Heating,0.2214 ,0.232470,,,,,,,,Live Run SVT On Demand
2,Flex Rate_C,Flex Rate_C2,,Flex Rate,Electric,_C,,Flex Rate,,,On Demand,Standing Charge,0.4874 ,0.511770,,Anytime,0.2733 ,0.286965,Heating,0.2294 ,0.240870,,,,,,,,Live Run SVT On Demand
2,Flex Rate_D,Flex Rate_D2,,Flex Rate,Electric,_D,,Flex Rate,,,On Demand,Standing Charge,0.7218 ,0.757890,,Anytime,0.2999 ,0.314895,Heating,0.2359 ,0.247695,,,,,,,,Live Run SVT On Demand
2,Flex Rate_E,Flex Rate_E2,,Flex Rate,Electric,_E,,Flex Rate,,,On Demand,Standing Charge,0.5604 ,0.588420,,Anytime,0.2771 ,0.290955,Heating,0.2251 ,0.236355,,,,,,,,Live Run SVT On Demand
2,Flex Rate_F,Flex Rate_F2,,Flex Rate,Electric,_F,,Flex Rate,,,On Demand,Standing Charge,0.6274 ,0.658770,,Anytime,0.2748 ,0.288540,Heating,0.2228 ,0.233940,,,,,,,,Live Run SVT On Demand
2,Flex Rate_G,Flex Rate_G2,,Flex Rate,Electric,_G,,Flex Rate,,,On Demand,Standing Charge,0.5416 ,0.568680,,Anytime,0.2960 ,0.310800,Heating,0.2277 ,0.239085,,,,,,,,Live Run SVT On Demand
2,Flex Rate_P,Flex Rate_P2,,Flex Rate,Electric,_P,,Flex Rate,,,On Demand,Standing Charge,0.6371 ,0.668955,,Anytime,0.2842 ,0.298410,Heating,0.2240 ,0.235200,,,,,,,,Live Run SVT On Demand
2,Flex Rate_N,Flex Rate_N2,,Flex Rate,Electric,_N,,Flex Rate,,,On Demand,Standing Charge,0.5919 ,0.621495,,Anytime,0.2719 ,0.285495,Heating,0.2151 ,0.225855,,,,,,,,Live Run SVT On Demand
2,Flex Rate_J,Flex Rate_J2,,Flex Rate,Electric,_J,,Flex Rate,,,On Demand,Standing Charge,0.5128 ,0.538440,,Anytime,0.2942 ,0.308910,Heating,0.2268 ,0.238140,,,,,,,,Live Run SVT On Demand
2,Flex Rate_H,Flex Rate_H2,,Flex Rate,Electric,_H,,Flex Rate,,,On Demand,Standing Charge,0.4839 ,0.508095,,Anytime,0.2862 ,0.300510,Heating,0.2281 ,0.239505,,,,,,,,Live Run SVT On Demand
2,Flex Rate_K,Flex Rate_K2,,Flex Rate,Electric,_K,,Flex Rate,,,On Demand,Standing Charge,0.5455 ,0.572775,,Anytime,0.2926 ,0.307230,Heating,0.2280 ,0.239400,,,,,,,,Live Run SVT On Demand
2,Flex Rate_L,Flex Rate_L2,,Flex Rate,Electric,_L,,Flex Rate,,,On Demand,Standing Charge,0.5746 ,0.603330,,Anytime,0.2932 ,0.307860,Heating,0.2257 ,0.236985,,,,,,,,Live Run SVT On Demand
2,Flex Rate_M,Flex Rate_M2,,Flex Rate,Electric,_M,,Flex Rate,,,On Demand,Standing Charge,0.6152 ,0.645960,,Anytime,0.2717 ,0.285285,Heating,0.2269 ,0.238245,,,,,,,,Live Run SVT On Demand
2,2 Rate (Heating)_P,2 Rate (Heating)_P2,,2 Rate (Heating),Electric,_P,,2 Rate (Heating),,,On Demand,Standing Charge,0.6371 ,0.668955,,Anytime,0.2774 ,0.291270,Heating,0.2323 ,0.243915,,,,,,,,Live Run SVT On Demand
2,2 Rate (Heating)_N,2 Rate (Heating)_N2,,2 Rate (Heating),Electric,_N,,2 Rate (Heating),,,On Demand,Standing Charge,0.5919 ,0.621495,,Anytime,0.2633 ,0.276465,Heating,0.2256 ,0.236880,,,,,,,,Live Run SVT On Demand
2,2 Rate (Heating)_K,2 Rate (Heating)_K2,,2 Rate (Heating),Electric,_K,,2 Rate (Heating),,,On Demand,Standing Charge,0.5455 ,0.572775,,Anytime,0.2832 ,0.297360,Heating,0.2394 ,0.251370,,,,,,,,Live Run SVT On Demand
2,Superdeal_H,Superdeal_H2,,Superdeal,Electric,_H,,Superdeal,,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.3160 ,0.331800,Off peak ,0.2353 ,0.247065,Heating,0.2349 ,0.246645,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_A,3 Rate (Heating)_A2,,3 Rate (Heating),Electric,_A,,3 Rate (Heating),,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.3299 ,0.346395,Off peak ,0.2281 ,0.239505,Heating,0.2448 ,0.257040,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_B,3 Rate (Heating)_B2,,3 Rate (Heating),Electric,_B,,3 Rate (Heating),,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.3158 ,0.331590,Off peak ,0.2216 ,0.232680,Heating,0.2379 ,0.249795,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_C,3 Rate (Heating)_C2,,3 Rate (Heating),Electric,_C,,3 Rate (Heating),,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.3021 ,0.317205,Off peak ,0.2283 ,0.239715,Heating,0.2428 ,0.254940,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_D,3 Rate (Heating)_D2,,3 Rate (Heating),Electric,_D,,3 Rate (Heating),,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3429 ,0.360045,Off peak ,0.2360 ,0.247800,Heating,0.2545 ,0.267225,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_E,3 Rate (Heating)_E2,,3 Rate (Heating),Electric,_E,,3 Rate (Heating),,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.3108 ,0.326340,Off peak ,0.2268 ,0.238140,Heating,0.2401 ,0.252105,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_F,3 Rate (Heating)_F2,,3 Rate (Heating),Electric,_F,,3 Rate (Heating),,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.3085 ,0.323925,Off peak ,0.2252 ,0.236460,Heating,0.2376 ,0.249480,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_G,3 Rate (Heating)_G2,,3 Rate (Heating),Electric,_G,,3 Rate (Heating),,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3408 ,0.357840,Off peak ,0.2279 ,0.239295,Heating,0.2479 ,0.260295,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_P,3 Rate (Heating)_P2,,3 Rate (Heating),Electric,_P,,3 Rate (Heating),,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.3254 ,0.341670,Off peak ,0.2250 ,0.236250,Heating,0.2408 ,0.252840,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_N,3 Rate (Heating)_N2,,3 Rate (Heating),Electric,_N,,3 Rate (Heating),,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.3089 ,0.324345,Off peak ,0.2170 ,0.227850,Heating,0.2314 ,0.242970,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_J,3 Rate (Heating)_J2,,3 Rate (Heating),Electric,_J,,3 Rate (Heating),,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3376 ,0.354480,Off peak ,0.2320 ,0.243600,Heating,0.2453 ,0.257565,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_H,3 Rate (Heating)_H2,,3 Rate (Heating),Electric,_H,,3 Rate (Heating),,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.3237 ,0.339885,Off peak ,0.2310 ,0.242550,Heating,0.2446 ,0.256830,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_K,3 Rate (Heating)_K2,,3 Rate (Heating),Electric,_K,,3 Rate (Heating),,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3344 ,0.351120,Off peak ,0.2314 ,0.242970,Heating,0.2462 ,0.258510,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_L,3 Rate (Heating)_L2,,3 Rate (Heating),Electric,_L,,3 Rate (Heating),,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3370 ,0.353850,Off peak ,0.2312 ,0.242760,Heating,0.2440 ,0.256200,,,,,Live Run SVT On Demand
2,3 Rate (Heating)_M,3 Rate (Heating)_M2,,3 Rate (Heating),Electric,_M,,3 Rate (Heating),,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.3004 ,0.315420,Off peak ,0.2282 ,0.239610,Heating,0.2400 ,0.252000,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_A","3 Rate (E&W, Heating)_A2",,"3 Rate (E&W, Heating)",Electric,_A,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.3680 ,0.386400,E&W,0.2473 ,0.259665,Heating,0.2227 ,0.233835,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_B","3 Rate (E&W, Heating)_B2",,"3 Rate (E&W, Heating)",Electric,_B,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.3502 ,0.367710,E&W,0.2404 ,0.252420,Heating,0.2174 ,0.228270,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_C","3 Rate (E&W, Heating)_C2",,"3 Rate (E&W, Heating)",Electric,_C,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.3347 ,0.351435,E&W,0.2453 ,0.257565,Heating,0.2237 ,0.234885,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_D","3 Rate (E&W, Heating)_D2",,"3 Rate (E&W, Heating)",Electric,_D,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3785 ,0.397425,E&W,0.2600 ,0.273000,Heating,0.2317 ,0.243285,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_E","3 Rate (E&W, Heating)_E2",,"3 Rate (E&W, Heating)",Electric,_E,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.3437 ,0.360885,E&W,0.2425 ,0.254625,Heating,0.2213 ,0.232365,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_F","3 Rate (E&W, Heating)_F2",,"3 Rate (E&W, Heating)",Electric,_F,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.3398 ,0.356790,E&W,0.2400 ,0.252000,Heating,0.2198 ,0.230790,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_G","3 Rate (E&W, Heating)_G2",,"3 Rate (E&W, Heating)",Electric,_G,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3834 ,0.402570,E&W,0.2470 ,0.259350,Heating,0.2240 ,0.235200,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_P","3 Rate (E&W, Heating)_P2",,"3 Rate (E&W, Heating)",Electric,_P,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.3564 ,0.374220,E&W,0.2532 ,0.265860,Heating,0.2184 ,0.229320,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_N","3 Rate (E&W, Heating)_N2",,"3 Rate (E&W, Heating)",Electric,_N,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.3398 ,0.356790,E&W,0.2378 ,0.249690,Heating,0.2116 ,0.222180,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_J","3 Rate (E&W, Heating)_J2",,"3 Rate (E&W, Heating)",Electric,_J,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3808 ,0.399840,E&W,0.2465 ,0.258825,Heating,0.2228 ,0.233940,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_H","3 Rate (E&W, Heating)_H2",,"3 Rate (E&W, Heating)",Electric,_H,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.3547 ,0.372435,E&W,0.2497 ,0.262185,Heating,0.2255 ,0.236775,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_K","3 Rate (E&W, Heating)_K2",,"3 Rate (E&W, Heating)",Electric,_K,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3733 ,0.391965,E&W,0.2505 ,0.263025,Heating,0.2238 ,0.234990,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_L","3 Rate (E&W, Heating)_L2",,"3 Rate (E&W, Heating)",Electric,_L,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3792 ,0.398160,E&W,0.2480 ,0.260400,Heating,0.2211 ,0.232155,,,,,Live Run SVT On Demand
2,"3 Rate (E&W, Heating)_M","3 Rate (E&W, Heating)_M2",,"3 Rate (E&W, Heating)",Electric,_M,,"3 Rate (E&W, Heating)",,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.3270 ,0.343350,E&W,0.2429 ,0.255045,Heating,0.2241 ,0.235305,,,,,Live Run SVT On Demand
2,4 Rate_A,4 Rate_A2,,4 Rate,Electric,_A,,4 Rate,,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.3290 ,0.345450,Off peak ,0.2243 ,0.235515,E&W,0.2696 ,0.283080,Heating,0.2401 ,0.240100,,Live Run SVT On Demand
2,4 Rate_B,4 Rate_B2,,4 Rate,Electric,_B,,4 Rate,,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.3141 ,0.329805,Off peak ,0.2175 ,0.228375,E&W,0.2618 ,0.274890,Heating,0.2339 ,0.233900,,Live Run SVT On Demand
2,4 Rate_C,4 Rate_C2,,4 Rate,Electric,_C,,4 Rate,,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.3041 ,0.319305,Off peak ,0.2274 ,0.238770,E&W,0.2603 ,0.273315,Heating,0.2370 ,0.237000,,Live Run SVT On Demand
2,4 Rate_D,4 Rate_D2,,4 Rate,Electric,_D,,4 Rate,,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3375 ,0.354375,Off peak ,0.2301 ,0.241605,E&W,0.2892 ,0.303660,Heating,0.2486 ,0.248600,,Live Run SVT On Demand
2,4 Rate_E,4 Rate_E2,,4 Rate,Electric,_E,,4 Rate,,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.3102 ,0.325710,Off peak ,0.2238 ,0.234990,E&W,0.2615 ,0.274575,Heating,0.2355 ,0.235500,,Live Run SVT On Demand
2,4 Rate_F,4 Rate_F2,,4 Rate,Electric,_F,,4 Rate,,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.3064 ,0.321720,Off peak ,0.2215 ,0.232575,E&W,0.2631 ,0.276255,Heating,0.2320 ,0.232000,,Live Run SVT On Demand
2,4 Rate_G,4 Rate_G2,,4 Rate,Electric,_G,,4 Rate,,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3395 ,0.356475,Off peak ,0.2238 ,0.234990,E&W,0.2720 ,0.285600,Heating,0.2447 ,0.244700,,Live Run SVT On Demand
2,4 Rate_P,4 Rate_P2,,4 Rate,Electric,_P,,4 Rate,,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.3217 ,0.337785,Off peak ,0.2202 ,0.231210,E&W,0.2762 ,0.290010,Heating,0.2324 ,0.232400,,Live Run SVT On Demand
2,4 Rate_N,4 Rate_N2,,4 Rate,Electric,_N,,4 Rate,,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.3042 ,0.319410,Off peak ,0.2115 ,0.222075,E&W,0.2631 ,0.276255,Heating,0.2255 ,0.225500,,Live Run SVT On Demand
2,4 Rate_J,4 Rate_J2,,4 Rate,Electric,_J,,4 Rate,,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3407 ,0.357735,Off peak ,0.2460 ,0.258300,E&W,0.2588 ,0.271740,Heating,0.2333 ,0.233300,,Live Run SVT On Demand
2,4 Rate_H,4 Rate_H2,,4 Rate,Electric,_H,,4 Rate,,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.3204 ,0.336420,Off peak ,0.2263 ,0.237615,E&W,0.2772 ,0.291060,Heating,0.2369 ,0.236900,,Live Run SVT On Demand
2,4 Rate_K,4 Rate_K2,,4 Rate,Electric,_K,,4 Rate,,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3303 ,0.346815,Off peak ,0.2262 ,0.237510,E&W,0.2819 ,0.295995,Heating,0.2382 ,0.238200,,Live Run SVT On Demand
2,4 Rate_L,4 Rate_L2,,4 Rate,Electric,_L,,4 Rate,,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3373 ,0.354165,Off peak ,0.2282 ,0.239610,E&W,0.2719 ,0.285495,Heating,0.2365 ,0.236500,,Live Run SVT On Demand
2,4 Rate_M,4 Rate_M2,,4 Rate,Electric,_M,,4 Rate,,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.2986 ,0.313530,Off peak ,0.2249 ,0.236145,E&W,0.2612 ,0.274260,Heating,0.2357 ,0.235700,,Live Run SVT On Demand
2,Economy & Heating Load_P,Economy & Heating Load_P2,,Economy & Heating Load,Electric,_P,,Economy & Heating Load,,,On Demand,Standing Charge,  0.6371 ,0.668955,,Peak,  0.3270 ,0.343350,Off peak ,  0.2224 ,0.233520,Heating,  0.2756 ,0.289380,,,,,Live Run SVT On Demand
2,Heatwise 2 Rate_B,Heatwise 2 Rate_B2,,Heatwise 2 Rate,Electric,_B,,Heatwise 2 Rate,,,On Demand,Standing Charge,  0.5244 ,0.550620,,Peak,  0.2881 ,0.302505,Off peak ,  0.2091 ,0.219555,,,,,,,,Live Run SVT On Demand
2,Heatwise 3 Rate_B,Heatwise 3 Rate_B2,,Heatwise 3 Rate,Electric,_B,,Heatwise 3 Rate,,,On Demand,Standing Charge,  0.5244 ,0.550620,,Anytime,  0.2897 ,0.304185,Peak,  0.2969 ,0.311745,Off peak ,  0.2220 ,0.223110,,,,,Live Run SVT On Demand
2,Region Specific_P,Region Specific_P2,,Region Specific,Electric,_P,,Region Specific,,,On Demand,Standing Charge,  0.6371 ,0.668955,,Peak,  0.2982 ,0.313110,Off peak ,  0.2068 ,0.217140,,,,,,,,Live Run SVT On Demand
4,Standard_A,Standard_A4,,Standard,Gas,_A,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0693 ,0.072765,,,,,,,,,,,Live Run SVT On Demand
4,Standard_B,Standard_B4,,Standard,Gas,_B,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0686 ,0.072030,,,,,,,,,,,Live Run SVT On Demand
4,Standard_C,Standard_C4,,Standard,Gas,_C,,Standard,,,On Demand,Standing Charge,0.3577 ,0.375585,,Anytime,0.0708 ,0.074340,,,,,,,,,,,Live Run SVT On Demand
4,Standard_D,Standard_D4,,Standard,Gas,_D,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0700 ,0.073500,,,,,,,,,,,Live Run SVT On Demand
4,Standard_E,Standard_E4,,Standard,Gas,_E,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0695 ,0.072975,,,,,,,,,,,Live Run SVT On Demand
4,Standard_F,Standard_F4,,Standard,Gas,_F,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0695 ,0.072975,,,,,,,,,,,Live Run SVT On Demand
4,Standard_G,Standard_G4,,Standard,Gas,_G,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0697 ,0.073185,,,,,,,,,,,Live Run SVT On Demand
4,Standard_P,Standard_P4,,Standard,Gas,_P,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0694 ,0.072870,,,,,,,,,,,Live Run SVT On Demand
4,Standard_N,Standard_N4,,Standard,Gas,_N,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0694 ,0.072870,,,,,,,,,,,Live Run SVT On Demand
4,Standard_J,Standard_J4,,Standard,Gas,_J,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0693 ,0.072765,,,,,,,,,,,Live Run SVT On Demand
4,Standard_H,Standard_H4,,Standard,Gas,_H,,Standard,,,On Demand,Standing Charge,0.3577 ,0.375585,,Anytime,0.0709 ,0.074445,,,,,,,,,,,Live Run SVT On Demand
4,Standard_K,Standard_K4,,Standard,Gas,_K,,Standard,,,On Demand,Standing Charge,0.3577 ,0.375585,,Anytime,0.0714 ,0.074970,,,,,,,,,,,Live Run SVT On Demand
4,Standard_L,Standard_L4,,Standard,Gas,_L,,Standard,,,On Demand,Standing Charge,0.3577 ,0.375585,,Anytime,0.0724 ,0.076020,,,,,,,,,,,Live Run SVT On Demand
4,Standard_M,Standard_M4,,Standard,Gas,_M,,Standard,,,On Demand,Standing Charge,0.3578 ,0.375690,,Anytime,0.0697 ,0.073185,,,,,,,,,,,Live Run SVT On Demand
5,Standard_A,Standard_A5,,Standard,Electric,_A,,Standard,,,Prepayment,Standing Charge,0.4632 ,0.486360,,Anytime,0.2523 ,0.264915,,,,,,,,,,,Live Run SVT PAYG
5,Standard_B,Standard_B5,,Standard,Electric,_B,,Standard,,,Prepayment,Standing Charge,0.4703 ,0.493815,,Anytime,0.2432 ,0.255360,,,,,,,,,,,Live Run SVT PAYG
5,Standard_C,Standard_C5,,Standard,Electric,_C,,Standard,,,Prepayment,Standing Charge,0.4399 ,0.461895,,Anytime,0.2442 ,0.256410,,,,,,,,,,,Live Run SVT PAYG
5,Standard_D,Standard_D5,,Standard,Electric,_D,,Standard,,,Prepayment,Standing Charge,0.6622 ,0.695310,,Anytime,0.2634 ,0.276570,,,,,,,,,,,Live Run SVT PAYG
5,Standard_E,Standard_E5,,Standard,Electric,_E,,Standard,,,Prepayment,Standing Charge,0.5060 ,0.531300,,Anytime,0.2441 ,0.256305,,,,,,,,,,,Live Run SVT PAYG
5,Standard_F,Standard_F5,,Standard,Electric,_F,,Standard,,,Prepayment,Standing Charge,0.5698 ,0.598290,,Anytime,0.2420 ,0.254100,,,,,,,,,,,Live Run SVT PAYG
5,Standard_G,Standard_G5,,Standard,Electric,_G,,Standard,,,Prepayment,Standing Charge,0.4886 ,0.513030,,Anytime,0.2580 ,0.270900,,,,,,,,,,,Live Run SVT PAYG
5,Standard_P,Standard_P5,,Standard,Electric,_P,,Standard,,,Prepayment,Standing Charge,0.5797 ,0.608685,,Anytime,0.2490 ,0.261450,,,,,,,,,,,Live Run SVT PAYG
5,Standard_N,Standard_N5,,Standard,Electric,_N,,Standard,,,Prepayment,Standing Charge,0.5381 ,0.565005,,Anytime,0.2380 ,0.249900,,,,,,,,,,,Live Run SVT PAYG
5,Standard_J,Standard_J5,,Standard,Electric,_J,,Standard,,,Prepayment,Standing Charge,0.4573 ,0.480165,,Anytime,0.2556 ,0.268380,,,,,,,,,,,Live Run SVT PAYG
5,Standard_H,Standard_H5,,Standard,Electric,_H,,Standard,,,Prepayment,Standing Charge,0.4297 ,0.451185,,Anytime,0.2514 ,0.263970,,,,,,,,,,,Live Run SVT PAYG
5,Standard_K,Standard_K5,,Standard,Electric,_K,,Standard,,,Prepayment,Standing Charge,0.4932 ,0.517860,,Anytime,0.2549 ,0.267645,,,,,,,,,,,Live Run SVT PAYG
5,Standard_L,Standard_L5,,Standard,Electric,_L,,Standard,,,Prepayment,Standing Charge,0.5168 ,0.542640,,Anytime,0.2546 ,0.267330,,,,,,,,,,,Live Run SVT PAYG
5,Standard_M,Standard_M5,,Standard,Electric,_M,,Standard,,,Prepayment,Standing Charge,0.5584 ,0.586320,,Anytime,0.2414 ,0.253470,,,,,,,,,,,Live Run SVT PAYG
3,Economy 7_A,Economy 7_A3,,Economy 7,Electric,_A,,Economy 7,,,Prepayment,Standing Charge,0.4664 ,0.489720,,Peak,0.2791 ,0.293055,Off Peak,0.1906 ,0.200130,,,,,,,,Live Run SVT PAYG
3,Economy 7_B,Economy 7_B3,,Economy 7,Electric,_B,,Economy 7,,,Prepayment,Standing Charge,0.4675 ,0.490875,,Peak,0.2685 ,0.281925,Off Peak,0.1861 ,0.195405,,,,,,,,Live Run SVT PAYG
3,Economy 7_C,Economy 7_C3,,Economy 7,Electric,_C,,Economy 7,,,Prepayment,Standing Charge,0.4383 ,0.460215,,Peak,0.2627 ,0.275835,Off Peak,0.1964 ,0.206220,,,,,,,,Live Run SVT PAYG
