, ,1,2,3,4,5,6,7,8,9,10,11,12,13.0000,14,15,16,17.0000,18,19,20.0000,21,22,23.0000,24,25,26.0000,,
,,,ID SP,DESCRIPTION,FUEL,CD GZ,MPAN,METER CATEGORY,ETFV DT,RATE CD,RATE,SC DESCRIPTION,SC EX VAT,SC INC VAT,Change,UR1 DESCRIPTION,UR 1 EX VAT,UR 1 INC VAT,UR2 DESCRIPTION,UR 2 EX VAT,UR 2 INC VAT,UR3 DESCRIPTION,UR 3 EX VAT,UR 3 INC VAT,UR4 DESCRIPTION,UR 4 EX VAT,UR 4 INC VAT,,RATE TYPE
1,"3 Rate (E&W, Heating)_B","3 Rate (E&W, Heating)_B1",,"3 Rate (E&W, Heating)",Electric,_B,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4675,0.490875,,Peak,0.3328,0.349440,E&W,0.2284,0.239820,Heating,0.2066,0.216930,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_C","3 Rate (E&W, Heating)_C1",,"3 Rate (E&W, Heating)",Electric,_C,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4383,0.460215,,Peak,0.3180,0.333900,E&W,0.2331,0.244755,Heating,0.2126,0.223230,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_D","3 Rate (E&W, Heating)_D1",,"3 Rate (E&W, Heating)",Electric,_D,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.6590,0.691950,,Peak,0.3596,0.377580,E&W,0.2472,0.259560,Heating,0.2201,0.231105,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_E","3 Rate (E&W, Heating)_E1",,"3 Rate (E&W, Heating)",Electric,_E,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5052,0.530460,,Peak,0.3265,0.342825,E&W,0.2305,0.242025,Heating,0.2103,0.220815,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_F","3 Rate (E&W, Heating)_F1",,"3 Rate (E&W, Heating)",Electric,_F,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5660,0.594300,,Peak,0.3230,0.339150,E&W,0.2280,0.239400,Heating,0.2088,0.219240,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_G","3 Rate (E&W, Heating)_G1",,"3 Rate (E&W, Heating)",Electric,_G,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4856,0.509880,,Peak,0.3644,0.382620,E&W,0.2347,0.246435,Heating,0.2128,0.223440,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_P","3 Rate (E&W, Heating)_P1",,"3 Rate (E&W, Heating)",Electric,_P,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5873,0.616665,,Peak,0.3387,0.355635,E&W,0.2406,0.252630,Heating,0.2075,0.217875,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_N","3 Rate (E&W, Heating)_N1",,"3 Rate (E&W, Heating)",Electric,_N,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5456,0.572880,,Peak,0.3230,0.339150,E&W,0.2261,0.237405,Heating,0.2010,0.211050,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_J","3 Rate (E&W, Heating)_J1",,"3 Rate (E&W, Heating)",Electric,_J,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4604,0.483420,,Peak,0.3620,0.380100,E&W,0.2343,0.246015,Heating,0.2116,0.222180,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_H","3 Rate (E&W, Heating)_H1",,"3 Rate (E&W, Heating)",Electric,_H,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4315,0.453075,,Peak,0.3371,0.353955,E&W,0.2372,0.249060,Heating,0.2143,0.225015,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_K","3 Rate (E&W, Heating)_K1",,"3 Rate (E&W, Heating)",Electric,_K,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.4880,0.512400,,Peak,0.3547,0.372435,E&W,0.2379,0.249795,Heating,0.2127,0.223335,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_L","3 Rate (E&W, Heating)_L1",,"3 Rate (E&W, Heating)",Electric,_L,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5213,0.547365,,Peak,0.3601,0.378105,E&W,0.2355,0.247275,Heating,0.2102,0.220710,,,,,Live Run SVT Direct Debit 
1,"3 Rate (E&W, Heating)_M","3 Rate (E&W, Heating)_M1",,"3 Rate (E&W, Heating)",Electric,_M,,"3 Rate (E&W, Heating)",,,Direct Debit,Standing Charge,0.5560,0.583800,,Peak,0.3109,0.326445,E&W,0.2308,0.242340,Heating,0.2129,0.223545,,,,,Live Run SVT Direct Debit 
1,4 Rate_A,4 Rate_A1,,4 Rate,Electric,_A,,4 Rate,,,Direct Debit,Standing Charge,0.4664,0.489720,,Peak,0.3125,0.328125,Off peak ,0.2131,0.223755,E&W,0.2563,0.269115,Heating,0.2282,0.239610,,Live Run SVT Direct Debit 
1,4 Rate_B,4 Rate_B1,,4 Rate,Electric,_B,,4 Rate,,,Direct Debit,Standing Charge,0.4675,0.490875,,Peak,0.2984,0.313320,Off peak ,0.2068,0.217140,E&W,0.2488,0.261240,Heating,0.2222,0.233310,,Live Run SVT Direct Debit 
1,4 Rate_C,4 Rate_C1,,4 Rate,Electric,_C,,4 Rate,,,Direct Debit,Standing Charge,0.4383,0.460215,,Peak,0.2890,0.303450,Off peak ,0.2162,0.227010,E&W,0.2474,0.259770,Heating,0.2251,0.236355,,Live Run SVT Direct Debit 
1,4 Rate_D,4 Rate_D1,,4 Rate,Electric,_D,,4 Rate,,,Direct Debit,Standing Charge,0.6590,0.691950,,Peak,0.3207,0.336735,Off peak ,0.2186,0.229530,E&W,0.2747,0.288435,Heating,0.2362,0.248010,,Live Run SVT Direct Debit 
1,4 Rate_E,4 Rate_E1,,4 Rate,Electric,_E,,4 Rate,,,Direct Debit,Standing Charge,0.5052,0.530460,,Peak,0.2948,0.309540,Off peak ,0.2126,0.223230,E&W,0.2485,0.260925,Heating,0.2238,0.234990,,Live Run SVT Direct Debit 
1,4 Rate_F,4 Rate_F1,,4 Rate,Electric,_F,,4 Rate,,,Direct Debit,Standing Charge,0.5660,0.594300,,Peak,0.2912,0.305760,Off peak ,0.2103,0.220815,E&W,0.2501,0.262605,Heating,0.2205,0.231525,,Live Run SVT Direct Debit 
1,4 Rate_G,4 Rate_G1,,4 Rate,Electric,_G,,4 Rate,,,Direct Debit,Standing Charge,0.4856,0.509880,,Peak,0.3226,0.338730,Off peak ,0.2126,0.223230,E&W,0.2585,0.271425,Heating,0.2325,0.244125,,Live Run SVT Direct Debit 
1,4 Rate_P,4 Rate_P1,,4 Rate,Electric,_P,,4 Rate,,,Direct Debit,Standing Charge,0.5873,0.616665,,Peak,0.3058,0.321090,Off peak ,0.2091,0.219555,E&W,0.2625,0.275625,Heating,0.2208,0.231840,,Live Run SVT Direct Debit 
1,4 Rate_N,4 Rate_N1,,4 Rate,Electric,_N,,4 Rate,,,Direct Debit,Standing Charge,0.5456,0.572880,,Peak,0.2891,0.303555,Off peak ,0.2011,0.211155,E&W,0.2500,0.262500,Heating,0.2142,0.224910,,Live Run SVT Direct Debit 
1,4 Rate_J,4 Rate_J1,,4 Rate,Electric,_J,,4 Rate,,,Direct Debit,Standing Charge,0.4604,0.483420,,Peak,0.3488,0.366240,Off peak ,0.2403,0.252315,E&W,0.2694,0.282870,Heating,0.1898,0.199290,,Live Run SVT Direct Debit 
1,4 Rate_H,4 Rate_H1,,4 Rate,Electric,_H,,4 Rate,,,Direct Debit,Standing Charge,0.4315,0.453075,,Peak,0.3045,0.319725,Off peak ,0.2150,0.225750,E&W,0.2634,0.276570,Heating,0.2251,0.236355,,Live Run SVT Direct Debit 
1,4 Rate_K,4 Rate_K1,,4 Rate,Electric,_K,,4 Rate,,,Direct Debit,Standing Charge,0.4880,0.512400,,Peak,0.3139,0.329595,Off peak ,0.2150,0.225750,E&W,0.2678,0.281190,Heating,0.2263,0.237615,,Live Run SVT Direct Debit 
1,4 Rate_L,4 Rate_L1,,4 Rate,Electric,_L,,4 Rate,,,Direct Debit,Standing Charge,0.5213,0.547365,,Peak,0.3205,0.336525,Off peak ,0.2169,0.227745,E&W,0.2583,0.271215,Heating,0.2247,0.235935,,Live Run SVT Direct Debit 
1,4 Rate_M,4 Rate_M1,,4 Rate,Electric,_M,,4 Rate,,,Direct Debit,Standing Charge,0.5560,0.583800,,Peak,0.2838,0.297990,Off peak ,0.2137,0.224385,E&W,0.2483,0.260715,Heating,0.2239,0.235095,,Live Run SVT Direct Debit 
1,Economy & Heating Load_P,Economy & Heating Load_P1,,Economy & Heating Load,Electric,_P,,Economy & Heating Load,,,Direct Debit,Standing Charge,0.5873,0.616665,,Peak,0.3106,0.326130,Off peak ,0.2114,0.221970,Heating,0.2618,0.274890,,,,,Live Run SVT Direct Debit 
1,Heatwise 2 Rate_B,Heatwise 2 Rate_B1,,Heatwise 2 Rate,Electric,_B,,Heatwise 2 Rate,,,Direct Debit,Standing Charge,0.4675,0.490875,,Peak,0.2737,0.287385,Off peak ,0.1987,0.208635,,,,,,,,Live Run SVT Direct Debit 
1,Heatwise 3 Rate_B,Heatwise 3 Rate_B1,,Heatwise 3 Rate,Electric,_B,,Heatwise 3 Rate,,,Direct Debit,Standing Charge,0.4675,0.490875,,Anytime,0.2752,0.288960,Peak,0.2821,0.296205,Off peak ,0.2110,0.221550,,,,,Live Run SVT Direct Debit 
1,Region Specific_P,Region Specific_P1,,Region Specific,Electric,_P,,Region Specific,,,Direct Debit,Standing Charge,0.5873,0.616665,,Peak,0.2834,0.297570,Off peak ,0.1965,0.206325,,,,,,,,Live Run SVT Direct Debit 
2,Standard_A,Standard_A2,,Standard,Gas,_A,,Standard,,,Direct Debit,Standing Charge,0.3092,0.324660,,Anytime,0.0659,0.069195,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_B,Standard_B2,,Standard,Gas,_B,,Standard,,,Direct Debit,Standing Charge,0.3096,0.325080,,Anytime,0.0652,0.068460,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_C,Standard_C2,,Standard,Gas,_C,,Standard,,,Direct Debit,Standing Charge,0.3138,0.329490,,Anytime,0.0673,0.070665,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_D,Standard_D2,,Standard,Gas,_D,,Standard,,,Direct Debit,Standing Charge,0.3132,0.328860,,Anytime,0.0665,0.069825,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_E,Standard_E2,,Standard,Gas,_E,,Standard,,,Direct Debit,Standing Charge,0.3112,0.326760,,Anytime,0.0660,0.069300,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_F,Standard_F2,,Standard,Gas,_F,,Standard,,,Direct Debit,Standing Charge,0.3117,0.327285,,Anytime,0.0660,0.069300,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_G,Standard_G2,,Standard,Gas,_G,,Standard,,,Direct Debit,Standing Charge,0.3119,0.327495,,Anytime,0.0662,0.069510,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_P,Standard_P2,,Standard,Gas,_P,,Standard,,,Direct Debit,Standing Charge,0.3119,0.327495,,Anytime,0.0659,0.069195,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_N,Standard_N2,,Standard,Gas,_N,,Standard,,,Direct Debit,Standing Charge,0.3122,0.327810,,Anytime,0.0659,0.069195,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_J,Standard_J2,,Standard,Gas,_J,,Standard,,,Direct Debit,Standing Charge,0.3089,0.324345,,Anytime,0.0658,0.069090,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_H,Standard_H2,,Standard,Gas,_H,,Standard,,,Direct Debit,Standing Charge,0.3081,0.323505,,Anytime,0.0674,0.070770,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_K,Standard_K2,,Standard,Gas,_K,,Standard,,,Direct Debit,Standing Charge,0.3125,0.328125,,Anytime,0.0678,0.071190,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_L,Standard_L2,,Standard,Gas,_L,,Standard,,,Direct Debit,Standing Charge,0.3090,0.324450,,Anytime,0.0687,0.072135,,,,,,,,,,,Live Run SVT Direct Debit 
2,Standard_M,Standard_M2,,Standard,Gas,_M,,Standard,,,Direct Debit,Standing Charge,0.3116,0.327180,,Anytime,0.0662,0.069510,,,,,,,,,,,Live Run SVT Direct Debit 
3,Standard_A,Standard_A3,,Standard,Electric,_A,,Standard,,,On Demand,Standing Charge,0.5189 ,0.544845,,Anytime,0.2739 ,0.287595,,,,,,,,,,,Live Run SVT On Demand
3,Standard_B,Standard_B3,,Standard,Electric,_B,,Standard,,,On Demand,Standing Charge,0.5246 ,0.550830,,Anytime,0.2643 ,0.277515,,,,,,,,,,,Live Run SVT On Demand
3,Standard_C,Standard_C3,,Standard,Electric,_C,,Standard,,,On Demand,Standing Charge,0.4876 ,0.511980,,Anytime,0.2654 ,0.278670,,,,,,,,,,,Live Run SVT On Demand
3,Standard_D,Standard_D3,,Standard,Electric,_D,,Standard,,,On Demand,Standing Charge,0.7223 ,0.758415,,Anytime,0.2857 ,0.299985,,,,,,,,,,,Live Run SVT On Demand
3,Standard_E,Standard_E3,,Standard,Electric,_E,,Standard,,,On Demand,Standing Charge,0.5607 ,0.588735,,Anytime,0.2652 ,0.278460,,,,,,,,,,,Live Run SVT On Demand
3,Standard_F,Standard_F3,,Standard,Electric,_F,,Standard,,,On Demand,Standing Charge,0.6278 ,0.659190,,Anytime,0.2630 ,0.276150,,,,,,,,,,,Live Run SVT On Demand
3,Standard_G,Standard_G3,,Standard,Electric,_G,,Standard,,,On Demand,Standing Charge,0.5418 ,0.568890,,Anytime,0.2800 ,0.294000,,,,,,,,,,,Live Run SVT On Demand
3,Standard_P,Standard_P3,,Standard,Electric,_P,,Standard,,,On Demand,Standing Charge,0.6374 ,0.669270,,Anytime,0.2705 ,0.284025,,,,,,,,,,,Live Run SVT On Demand
3,Standard_N,Standard_N3,,Standard,Electric,_N,,Standard,,,On Demand,Standing Charge,0.5923 ,0.621915,,Anytime,0.2588 ,0.271740,,,,,,,,,,,Live Run SVT On Demand
3,Standard_J,Standard_J3,,Standard,Electric,_J,,Standard,,,On Demand,Standing Charge,0.5130 ,0.538650,,Anytime,0.2774 ,0.291270,,,,,,,,,,,Live Run SVT On Demand
3,Standard_H,Standard_H3,,Standard,Electric,_H,,Standard,,,On Demand,Standing Charge,0.4840 ,0.508200,,Anytime,0.2730 ,0.286650,,,,,,,,,,,Live Run SVT On Demand
3,Standard_K,Standard_K3,,Standard,Electric,_K,,Standard,,,On Demand,Standing Charge,0.5457 ,0.572985,,Anytime,0.2767 ,0.290535,,,,,,,,,,,Live Run SVT On Demand
3,Standard_L,Standard_L3,,Standard,Electric,_L,,Standard,,,On Demand,Standing Charge,0.5748 ,0.603540,,Anytime,0.2764 ,0.290220,,,,,,,,,,,Live Run SVT On Demand
3,Standard_M,Standard_M3,,Standard,Electric,_M,,Standard,,,On Demand,Standing Charge,0.6156 ,0.646380,,Anytime,0.2624 ,0.275520,,,,,,,,,,,Live Run SVT On Demand
2,Economy 7_A,Economy 7_A2,,Economy 7,Electric,_A,,Economy 7,,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.3011 ,0.316155,Off peak ,0.2057 ,0.215985,,,,,,,,Live Run SVT On Demand
2,Economy 7_B,Economy 7_B2,,Economy 7,Electric,_B,,Economy 7,,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.2898 ,0.304290,Off peak ,0.2011 ,0.211155,,,,,,,,Live Run SVT On Demand
2,Economy 7_C,Economy 7_C2,,Economy 7,Electric,_C,,Economy 7,,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.2836 ,0.297780,Off peak ,0.2120 ,0.222600,,,,,,,,Live Run SVT On Demand
2,Economy 7_D,Economy 7_D2,,Economy 7,Electric,_D,,Economy 7,,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3131 ,0.328755,Off peak ,0.2131 ,0.223755,,,,,,,,Live Run SVT On Demand
2,Economy 7_E,Economy 7_E2,,Economy 7,Electric,_E,,Economy 7,,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.2873 ,0.301665,Off peak ,0.2073 ,0.217665,,,,,,,,Live Run SVT On Demand
2,Economy 7_F,Economy 7_F2,,Economy 7,Electric,_F,,Economy 7,,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.2846 ,0.298830,Off peak ,0.2056 ,0.215880,,,,,,,,Live Run SVT On Demand
2,Economy 7_G,Economy 7_G2,,Economy 7,Electric,_G,,Economy 7,,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3094 ,0.324870,Off peak ,0.2043 ,0.214515,,,,,,,,Live Run SVT On Demand
2,Economy 7_P,Economy 7_P2,,Economy 7,Electric,_P,,Economy 7,,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.2964 ,0.311220,Off peak ,0.2028 ,0.212940,,,,,,,,Live Run SVT On Demand
2,Economy 7_N,Economy 7_N2,,Economy 7,Electric,_N,,Economy 7,,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.2827 ,0.296835,Off peak ,0.1961 ,0.205905,,,,,,,,Live Run SVT On Demand
2,Economy 7_J,Economy 7_J2,,Economy 7,Electric,_J,,Economy 7,,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3049 ,0.320145,Off peak ,0.2072 ,0.217560,,,,,,,,Live Run SVT On Demand
2,Economy 7_H,Economy 7_H2,,Economy 7,Electric,_H,,Economy 7,,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.2967 ,0.311535,Off peak ,0.2094 ,0.219870,,,,,,,,Live Run SVT On Demand
2,Economy 7_K,Economy 7_K2,,Economy 7,Electric,_K,,Economy 7,,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3038 ,0.318990,Off peak ,0.2079 ,0.218295,,,,,,,,Live Run SVT On Demand
2,Economy 7_L,Economy 7_L2,,Economy 7,Electric,_L,,Economy 7,,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3038 ,0.318990,Off peak ,0.2062 ,0.216510,,,,,,,,Live Run SVT On Demand
2,Economy 7_M,Economy 7_M2,,Economy 7,Electric,_M,,Economy 7,,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.2807 ,0.294735,Off peak ,0.2112 ,0.221760,,,,,,,,Live Run SVT On Demand
2,Economy 10_A,Economy 10_A2,,Economy 10,Electric,_A,,Economy 10,,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.2958 ,0.310590,Off peak ,0.2263 ,0.237615,,,,,,,,Live Run SVT On Demand
2,Economy 10_B,Economy 10_B2,,Economy 10,Electric,_B,,Economy 10,,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.2847 ,0.298935,Off peak ,0.2204 ,0.231420,,,,,,,,Live Run SVT On Demand
2,Economy 10_C,Economy 10_C2,,Economy 10,Electric,_C,,Economy 10,,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.2788 ,0.292740,Off peak ,0.2283 ,0.239715,,,,,,,,Live Run SVT On Demand
2,Economy 10_D,Economy 10_D2,,Economy 10,Electric,_D,,Economy 10,,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3070 ,0.322350,Off peak ,0.2352 ,0.246960,,,,,,,,Live Run SVT On Demand
2,Economy 10_E,Economy 10_E2,,Economy 10,Electric,_E,,Economy 10,,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.2837 ,0.297885,Off peak ,0.2237 ,0.234885,,,,,,,,Live Run SVT On Demand
2,Economy 10_F,Economy 10_F2,,Economy 10,Electric,_F,,Economy 10,,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.2812 ,0.295260,Off peak ,0.2216 ,0.232680,,,,,,,,Live Run SVT On Demand
2,Economy 10_G,Economy 10_G2,,Economy 10,Electric,_G,,Economy 10,,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3021 ,0.317205,Off peak ,0.2284 ,0.239820,,,,,,,,Live Run SVT On Demand
2,Economy 10_P,Economy 10_P2,,Economy 10,Electric,_P,,Economy 10,,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.2908 ,0.305340,Off peak ,0.2234 ,0.234570,,,,,,,,Live Run SVT On Demand
2,Economy 10_N,Economy 10_N2,,Economy 10,Electric,_N,,Economy 10,,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.2790 ,0.292950,Off peak ,0.2136 ,0.224280,,,,,,,,Live Run SVT On Demand
2,Economy 10_J,Economy 10_J2,,Economy 10,Electric,_J,,Economy 10,,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3022 ,0.317310,Off peak ,0.2255 ,0.236775,,,,,,,,Live Run SVT On Demand
2,Economy 10_H,Economy 10_H2,,Economy 10,Electric,_H,,Economy 10,,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.2949 ,0.309645,Off peak ,0.2252 ,0.236460,,,,,,,,Live Run SVT On Demand
2,Economy 10_K,Economy 10_K2,,Economy 10,Electric,_K,,Economy 10,,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3036 ,0.318780,Off peak ,0.2234 ,0.234570,,,,,,,,Live Run SVT On Demand
2,Economy 10_L,Economy 10_L2,,Economy 10,Electric,_L,,Economy 10,,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3070 ,0.322350,Off peak ,0.2186 ,0.229530,,,,,,,,Live Run SVT On Demand
2,Economy 10_M,Economy 10_M2,,Economy 10,Electric,_M,,Economy 10,,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.2770 ,0.290850,Off peak ,0.2260 ,0.237300,,,,,,,,Live Run SVT On Demand
2,Domestic Economy_P,Domestic Economy_P2,,Domestic Economy,Electric,_P,,Domestic Economy,,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.2970 ,0.311850,Off peak ,0.2020 ,0.212100,,,,,,,,Live Run SVT On Demand
2,Domestic Economy_N,Domestic Economy_N2,,Domestic Economy,Electric,_N,,Domestic Economy,,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.2833 ,0.297465,Off peak ,0.1953 ,0.205065,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_A,Smart Economy 9_A2,,Smart Economy 9,Electric,_A,,Smart Economy 9,,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.3086 ,0.324030,Off peak ,0.2280 ,0.239400,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_B,Smart Economy 9_B2,,Smart Economy 9,Electric,_B,,Smart Economy 9,,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.2945 ,0.309225,Off peak ,0.2234 ,0.234570,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_C,Smart Economy 9_C2,,Smart Economy 9,Electric,_C,,Smart Economy 9,,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.2809 ,0.294945,Off peak ,0.2345 ,0.246225,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_D,Smart Economy 9_D2,,Smart Economy 9,Electric,_D,,Smart Economy 9,,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3162 ,0.332010,Off peak ,0.2398 ,0.251790,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_E,Smart Economy 9_E2,,Smart Economy 9,Electric,_E,,Smart Economy 9,,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.2935 ,0.308175,Off peak ,0.2260 ,0.237300,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_F,Smart Economy 9_F2,,Smart Economy 9,Electric,_F,,Smart Economy 9,,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.2912 ,0.305760,Off peak ,0.2238 ,0.234990,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_G,Smart Economy 9_G2,,Smart Economy 9,Electric,_G,,Smart Economy 9,,,On Demand,Standing Charge,0.5416 ,0.568680,,Peak,0.3161 ,0.331905,Off peak ,0.2299 ,0.241395,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_P,Smart Economy 9_P2,,Smart Economy 9,Electric,_P,,Smart Economy 9,,,On Demand,Standing Charge,0.6371 ,0.668955,,Peak,0.3013 ,0.316365,Off peak ,0.2264 ,0.237720,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_N,Smart Economy 9_N2,,Smart Economy 9,Electric,_N,,Smart Economy 9,,,On Demand,Standing Charge,0.5919 ,0.621495,,Peak,0.2877 ,0.302085,Off peak ,0.2176 ,0.228480,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_J,Smart Economy 9_J2,,Smart Economy 9,Electric,_J,,Smart Economy 9,,,On Demand,Standing Charge,0.5128 ,0.538440,,Peak,0.3181 ,0.334005,Off peak ,0.2262 ,0.237510,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_H,Smart Economy 9_H2,,Smart Economy 9,Electric,_H,,Smart Economy 9,,,On Demand,Standing Charge,0.4839 ,0.508095,,Peak,0.3042 ,0.319410,Off peak ,0.2294 ,0.240870,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_K,Smart Economy 9_K2,,Smart Economy 9,Electric,_K,,Smart Economy 9,,,On Demand,Standing Charge,0.5455 ,0.572775,,Peak,0.3126 ,0.328230,Off peak ,0.2294 ,0.240870,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_L,Smart Economy 9_L2,,Smart Economy 9,Electric,_L,,Smart Economy 9,,,On Demand,Standing Charge,0.5746 ,0.603330,,Peak,0.3178 ,0.333690,Off peak ,0.2246 ,0.235830,,,,,,,,Live Run SVT On Demand
2,Smart Economy 9_M,Smart Economy 9_M2,,Smart Economy 9,Electric,_M,,Smart Economy 9,,,On Demand,Standing Charge,0.6152 ,0.645960,,Peak,0.2846 ,0.298830,Off peak ,0.2285 ,0.239925,,,,,,,,Live Run SVT On Demand
2,2 Rate_A,2 Rate_A2,,2 Rate,Electric,_A,,2 Rate,,,On Demand,Standing Charge,0.5187 ,0.544635,,Peak,0.3039 ,0.319095,Off peak ,0.2086 ,0.219030,,,,,,,,Live Run SVT On Demand
2,2 Rate_B,2 Rate_B2,,2 Rate,Electric,_B,,2 Rate,,,On Demand,Standing Charge,0.5244 ,0.550620,,Peak,0.2922 ,0.306810,Off peak ,0.2041 ,0.214305,,,,,,,,Live Run SVT On Demand
2,2 Rate_C,2 Rate_C2,,2 Rate,Electric,_C,,2 Rate,,,On Demand,Standing Charge,0.4874 ,0.511770,,Peak,0.2855 ,0.299775,Off peak ,0.2145 ,0.225225,,,,,,,,Live Run SVT On Demand
2,2 Rate_D,2 Rate_D2,,2 Rate,Electric,_D,,2 Rate,,,On Demand,Standing Charge,0.7218 ,0.757890,,Peak,0.3155 ,0.331275,Off peak ,0.2169 ,0.227745,,,,,,,,Live Run SVT On Demand
2,2 Rate_E,2 Rate_E2,,2 Rate,Electric,_E,,2 Rate,,,On Demand,Standing Charge,0.5604 ,0.588420,,Peak,0.2896 ,0.304080,Off peak ,0.2098 ,0.220290,,,,,,,,Live Run SVT On Demand
2,2 Rate_F,2 Rate_F2,,2 Rate,Electric,_F,,2 Rate,,,On Demand,Standing Charge,0.6274 ,0.658770,,Peak,0.2869 ,0.301245,Off peak ,0.2081 ,0.218505,,,,,,,,Live Run SVT On Demand
